Subject	Bernat_2019:A007	Bhiman_2015:CAP256	Doria-Rose_2015:CAP256	Gidoni_2019:S1	Gidoni_2019:S10	Gidoni_2019:S100	Gidoni_2019:S11	Gidoni_2019:S12	Gidoni_2019:S13	Gidoni_2019:S14	Gidoni_2019:S15	Gidoni_2019:S16	Gidoni_2019:S17	Gidoni_2019:S18	Gidoni_2019:S19	Gidoni_2019:S2	Gidoni_2019:S20	Gidoni_2019:S21	Gidoni_2019:S22	Gidoni_2019:S23	Gidoni_2019:S24	Gidoni_2019:S25	Gidoni_2019:S26	Gidoni_2019:S27	Gidoni_2019:S28	Gidoni_2019:S29	Gidoni_2019:S3	Gidoni_2019:S30	Gidoni_2019:S31	Gidoni_2019:S32	Gidoni_2019:S33	Gidoni_2019:S34	Gidoni_2019:S35	Gidoni_2019:S36	Gidoni_2019:S37	Gidoni_2019:S38	Gidoni_2019:S39	Gidoni_2019:S4	Gidoni_2019:S40	Gidoni_2019:S41	Gidoni_2019:S42	Gidoni_2019:S43	Gidoni_2019:S44	Gidoni_2019:S45	Gidoni_2019:S46	Gidoni_2019:S47	Gidoni_2019:S48	Gidoni_2019:S49	Gidoni_2019:S5	Gidoni_2019:S50	Gidoni_2019:S51	Gidoni_2019:S52	Gidoni_2019:S53	Gidoni_2019:S54	Gidoni_2019:S55	Gidoni_2019:S56	Gidoni_2019:S57	Gidoni_2019:S58	Gidoni_2019:S59	Gidoni_2019:S60	Gidoni_2019:S61	Gidoni_2019:S62	Gidoni_2019:S63	Gidoni_2019:S64	Gidoni_2019:S65	Gidoni_2019:S66	Gidoni_2019:S67	Gidoni_2019:S68	Gidoni_2019:S69	Gidoni_2019:S7	Gidoni_2019:S70	Gidoni_2019:S71	Gidoni_2019:S72	Gidoni_2019:S73	Gidoni_2019:S74	Gidoni_2019:S75	Gidoni_2019:S76	Gidoni_2019:S77	Gidoni_2019:S78	Gidoni_2019:S79	Gidoni_2019:S8	Gidoni_2019:S80	Gidoni_2019:S81	Gidoni_2019:S82	Gidoni_2019:S83	Gidoni_2019:S84	Gidoni_2019:S85	Gidoni_2019:S86	Gidoni_2019:S87	Gidoni_2019:S88	Gidoni_2019:S89	Gidoni_2019:S9	Gidoni_2019:S90	Gidoni_2019:S91	Gidoni_2019:S92	Gidoni_2019:S93	Gidoni_2019:S94	Gidoni_2019:S95	Gidoni_2019:S96	Gidoni_2019:S97	Gidoni_2019:S99	Gupta_2017:Fv_volunteer	Gupta_2017:GMC_volunteer	Gupta_2017:IB_volunteer	Huang_2016:Donor-Z258	Johnson_2018:CAP256	Soto_2016:IAVI84	Soto_2016:N152	Vander_Heiden_2017:AR02	Vander_Heiden_2017:AR03	Vander_Heiden_2017:AR04	Vander_Heiden_2017:AR05	Vander_Heiden_2017:HD07	Vander_Heiden_2017:HD09	Vander_Heiden_2017:HD10	Vander_Heiden_2017:HD13	Vander_Heiden_2017:MK02	Vander_Heiden_2017:MK03	Vander_Heiden_2017:MK04	Vander_Heiden_2017:MK05	Vander_Heiden_2017:MK08	Waltari_2018:AD341	Waltari_2018:AD344	Waltari_2018:BD1	Waltari_2018:BD10	Waltari_2018:BD11	Waltari_2018:BD12	Waltari_2018:BD13	Waltari_2018:BD14	Waltari_2018:BD2	Waltari_2018:BD2-repeat1	Waltari_2018:BD4	Waltari_2018:BD5	Waltari_2018:BD6	Waltari_2018:BD7	Waltari_2018:BD8	Waltari_2018:BD9	Waltari_2018:CB1	Waltari_2018:CB2	Waltari_2018:CB3	Waltari_2018:CB4	Waltari_2018:CB5	Waltari_2018:CB5-repeat1	Waltari_2018:MT1214	Waltari_2018:MT8004	Wu_2011:Donor-45	Wu_2015:Donor-45	Zhou_2013:Donor-IAVI23	Zhou_2013:Donor-IAVI57	Zhou_2013:Donor-IAVI74	Zhou_2013:Donor-NIAID45	Zhou_2013:Donor-RU3	Zhu_2012:Donor-39	Zhu_2013:Donor-C38
Gidoni_2019:S71	179583	42530	134415	125118	180731	165933	165541	174052	178151	152958	168060	144606	159444	151105	163667	131869	157882	142844	181351	173613	169249	162404	151105	170822	134539	178342	124491	161655	161302	164164	152899	183602	148298	187160	163664	157145	157737	134092	161094	163286	159222	157015	146876	157492	147438	155618	158452	142851	181729	166997	174087	170165	151474	179821	161889	179232	169371	159497	171918	165411	163272	156225	163514	171970	168176	151208	169340	157405	157050	147701	157822	386335	168125	160265	163784	171516	177527	170746	155848	161754	164028	159642	148531	161413	172309	178581	157037	178607	166856	161882	177470	165936	160287	166743	113466	169523	152253	181388	125206	149390	142134	295400	310573	309994	174428	32783	52456	30548	205609	184094	202730	204540	216422	228981	236754	218690	180764	214844	183687	225338	194323	263717	270578	256479	235476	232963	237086	234930	268109	261314	274593	232165	233908	265767	238809	264154	223653	265803	278251	233872	204614	271341	202856	262993	279680	23179	81452	57122	42573	84909	32619	61537	41792	127017
Gidoni_2019:S72	208064	47221	158199	141035	207123	185085	191404	202167	206055	171301	189423	160972	178360	167729	186327	152404	177966	156049	209956	207242	194433	185385	170528	199333	147750	206648	139790	185640	185216	189676	172073	208740	169339	213840	184982	180402	179282	157457	185606	182919	180208	179050	161766	180110	164235	170836	179234	157780	208882	197545	203399	199489	169898	209841	181783	209139	195989	183189	196432	194040	188298	181524	183384	200484	186608	174570	198237	180339	184637	168413	178553	168125	486654	181739	190824	193495	202094	194655	176965	179372	190121	180670	171032	186288	195779	211337	176352	206210	190268	178372	201688	195445	176279	187936	121481	193902	172726	199161	137002	165920	153165	356979	375104	379163	220286	35103	64966	35921	232228	202589	235293	236141	242746	265813	271312	254148	201824	248159	208877	264440	217341	305730	313771	302105	266668	262534	268708	263205	311786	297286	313127	259212	276677	315210	273787	309512	250873	301045	326351	260655	227668	313233	227552	302699	326670	26517	107845	70340	52197	99125	39457	78042	50234	152660
Gidoni_2019:S73	202332	49199	159990	136254	196852	177371	182070	192442	195725	164571	185548	154948	169405	162422	177011	144922	169751	152275	197495	191395	184212	175194	163265	186934	143314	194560	138142	177339	173860	178571	164343	201380	161441	203916	175324	168823	170768	147554	174631	178300	171049	170208	156635	168959	162625	165856	170017	150908	195224	181482	188970	184341	163785	197589	173134	193688	187436	178639	187328	181317	177552	168287	175224	190232	180639	162999	186908	170738	169723	159170	170044	160265	181739	467806	177843	186231	191384	186194	170449	172624	177579	171126	162140	174317	188152	194868	170489	193783	179822	172000	194440	181256	171682	178470	119866	188323	165686	193107	133907	160850	149699	344628	364820	362899	212492	34593	63646	38650	231494	200547	227371	232163	243546	259992	267477	246131	203209	243385	202686	259120	218589	301123	307762	291175	269821	264981	271040	266176	306491	296726	311770	262083	268618	307229	272901	303039	256449	294216	309631	254454	219500	304720	221461	298951	322946	26797	100914	68717	52431	100093	37949	76693	49230	154791
Gidoni_2019:S74	198885	45322	150774	137085	199291	178604	185781	199323	202682	165171	182388	155390	171321	162225	182146	148317	173426	151364	202698	200858	189104	178492	162331	194091	141808	198142	138960	182663	180325	183438	162955	200759	164168	209176	180811	175559	173387	154653	178790	178614	171486	173026	155507	172214	157986	167986	175514	154161	200933	192393	201540	194706	168308	203069	173369	202932	189332	179615	190866	187635	186372	176256	178685	198414	180083	168557	196142	173120	180892	163196	176811	163784	190824	177843	467917	187569	196128	190473	170474	176661	184398	176256	166357	182077	191380	206216	171474	199309	184121	173878	194768	190450	173136	180618	117850	189231	166646	194416	131828	160300	148995	342077	363790	366084	201773	35391	60270	34418	222544	196717	225840	227660	234255	256438	262044	243271	194372	235446	200000	251014	208435	297732	303450	292150	252468	251295	259070	250794	298570	284702	300824	249953	265436	301275	260401	295447	241754	289467	314086	254134	220507	299858	219004	292654	314825	25140	99838	65875	49260	93368	37714	74746	46471	146695
Gidoni_2019:S75	215833	48597	162404	141089	210001	191372	191131	203396	208033	177676	197858	164670	184641	174745	189090	148653	182351	164702	212846	205155	195528	185927	173645	198207	151924	210070	141731	187854	186451	192265	175858	218994	171682	219479	188146	180523	184005	154079	187209	188929	183629	182221	167173	178921	169530	176814	181192	162577	209704	193417	201926	196768	171706	210798	185828	207760	198185	187774	201678	193412	187426	179344	189144	202302	194656	173894	198721	180970	181672	169833	178523	171516	193495	186231	187569	517042	206649	196050	178857	186341	192148	183079	170167	185880	199460	209878	180384	207206	190410	185317	210318	193625	184744	192608	126229	196887	175810	211428	143231	174515	161230	377689	400303	399339	235279	36987	64282	39748	248240	216125	241865	246182	261973	281503	289327	265650	215254	262543	219347	278315	234231	325297	336168	315366	292699	285879	291360	287174	333334	325479	342847	281872	285901	334004	294249	330276	275802	327549	345414	281665	240814	337826	240625	324344	351452	26863	103965	67478	51594	100285	37446	75742	50019	153738
Gidoni_2019:S76	220692	50950	165720	146822	217678	196765	197576	210799	214726	180592	201837	168906	186571	178627	195099	155715	187800	166316	220126	213449	203215	191268	176644	206590	155381	215527	146232	193662	192680	197419	177620	222736	175972	223896	194701	186882	188613	161811	193825	192489	186566	187810	170272	184290	173348	181407	187927	166043	218986	201587	211611	205744	178454	219023	190046	218023	205354	191448	207072	200888	196791	187481	193165	208985	201183	180115	205835	185854	189300	175134	185415	177527	202094	191384	196128	206649	526739	203822	184267	191386	197665	189433	178834	193948	206351	217215	185278	215595	198553	190416	214914	202013	189480	196154	126655	203064	179992	217205	143936	175980	165406	388131	412063	411547	230641	38452	64826	39658	252745	221550	250690	254267	268612	288214	297284	270415	218478	266710	225013	283881	237480	338249	346154	328967	294430	290316	296878	293218	343005	331462	350319	290178	298052	341734	299855	337402	278203	338140	361463	291882	248617	346217	247639	335772	362391	26317	104000	69858	52553	100218	37640	76751	49586	156215
Gidoni_2019:S77	209917	48751	161704	141334	207948	186981	193083	203785	208608	173306	190442	161715	179632	170610	185594	151026	178220	159911	210106	202493	194216	184421	170132	198274	149783	206622	142740	186714	184574	188239	173357	211363	168771	217421	184759	178879	178583	155275	183949	187146	182315	179270	163351	179492	166610	175815	179303	159224	209720	193568	202279	196375	174434	209521	183634	209051	196547	185026	196572	190569	190764	179378	185125	200963	190751	172857	198636	179733	180271	167419	182714	170746	194655	186194	190473	196050	203822	506073	178702	182439	188207	181145	170036	185185	198029	207309	178621	206392	190907	180776	204790	192074	181725	189525	124182	196932	173100	205696	140657	167411	158179	367670	392459	390198	222027	37732	63515	38761	240386	210817	239651	242779	255444	272454	282175	259766	209374	255753	213122	269518	225853	320817	326449	311568	282303	276052	282644	277393	323730	314850	332770	276929	281506	323742	284893	321625	265385	317017	337899	274397	234816	328216	236037	316840	342578	26742	104230	67818	51412	98163	38649	76954	49882	153774
Gidoni_2019:S78	195528	46678	155047	130006	192473	171810	173503	183461	188790	160280	179673	151168	167863	157333	170747	139585	164614	150113	193569	183862	177476	170712	157955	182337	141044	189069	130823	170277	168148	173098	161075	196039	153907	195546	170132	163457	164641	142218	167556	170657	167566	164115	153777	164999	158102	158750	163602	146534	188893	175975	181860	178927	155631	193399	168665	188393	178969	170680	180849	174583	169228	163043	169879	182055	174628	161492	178706	166639	164557	155117	162423	155848	176965	170449	170474	178857	184267	178702	453477	167564	174193	165483	156988	169826	182193	191038	164522	189258	174126	166722	186899	177659	163796	173985	118105	180394	162585	186345	130758	157603	146258	337438	352399	353936	211058	33669	62893	38339	227468	195938	220808	227196	238970	253215	261462	241674	197731	236439	196026	253613	212338	293385	301275	285405	267145	261890	267248	261261	302077	293125	306990	258226	262530	301652	269226	298784	253542	287477	300222	249430	216644	296309	214549	292144	315510	25999	96424	67045	50416	97665	36864	72942	47899	147761
Gidoni_2019:S79	196240	44847	144621	132155	194539	179546	176701	189388	193165	167361	185886	154557	172217	163086	177532	139239	169577	154682	197894	189626	183281	174099	161357	185182	144419	194965	132964	174138	173768	177692	163474	204204	158863	204429	176717	168056	170468	143228	173336	176613	171928	169982	157669	166430	159527	165818	170433	153240	195113	179534	189350	182958	160059	194406	174768	193909	182542	173835	186690	178302	173280	166590	176831	186630	182377	161614	183603	170019	169172	156947	166964	161754	179372	172624	176661	186341	191386	182439	167564	449839	178313	172169	159238	174072	187291	193628	168366	192684	176702	175350	194179	179873	173950	179428	120560	182401	163894	198901	135698	163628	153446	337851	357062	356152	200673	35898	57335	34605	228168	202960	221558	224730	242932	257319	267060	243077	199796	239154	202028	252801	215849	298313	307281	288654	267295	263972	268199	264543	303440	296207	311990	261441	260137	301788	268076	300063	255065	302193	315688	263278	227131	307736	225012	297764	319432	23758	86751	60797	45764	90100	33065	65397	43721	136386
Gidoni_2019:S8	200088	40963	147255	136009	203566	184955	185828	197846	200155	169414	186179	160373	180316	167573	181216	143515	174138	159858	208785	201327	190223	179409	168635	192146	146256	204365	135425	183845	182204	188105	168635	208785	168913	213731	181212	176815	177720	151917	182400	182664	177367	176686	161428	175425	159947	169873	176300	156643	203263	189646	196493	192026	165023	206081	178874	202464	191412	180884	195306	188881	185139	174623	181959	194139	188691	173758	192775	174858	180560	167580	173444	164028	190121	177579	184398	192148	197665	188207	174193	178313	474486	175783	163803	180920	191213	207248	172793	202335	182143	175893	202700	191936	176512	186647	120881	188417	171446	199971	136158	167428	153054	345155	365260	366962	237569	28949	66049	30818	227232	199915	224014	228240	236972	259605	263725	245408	198415	243259	204395	256580	211722	291758	304022	292605	265572	260663	264128	259731	304882	299024	314711	250733	263502	307332	267741	303607	250292	305126	322267	264833	226330	313120	226506	290793	317711	26262	105045	68876	51426	96539	37773	77456	49359	142903
Gidoni_2019:S80	192487	45469	144047	132282	193240	174845	176375	187346	191908	162249	181099	152738	167127	160136	176101	140149	168360	150452	194869	189354	181071	172531	158400	182897	141289	191219	133301	172920	173546	175923	159689	196614	156795	197470	175331	168623	168229	145198	172559	171813	166836	167879	154205	165774	156813	162797	169883	151986	192671	181392	189250	184248	159643	194647	169573	192737	179846	170541	183373	178909	173904	169444	172580	185745	177880	162259	184039	168619	169857	157073	166613	159642	180670	171126	176256	183079	189433	181145	165483	172169	175783	418604	160844	174725	183449	193780	167574	192388	177827	171459	188959	179928	168552	174895	117129	181650	161499	190148	131189	157968	148216	320714	336324	336993	182381	34012	56145	36415	217951	193390	216588	218833	229672	245954	253450	233502	190375	226820	195678	242079	206667	284889	289732	276931	246069	246638	250954	246510	285836	275174	289444	244125	251603	284782	252652	282623	235562	282762	299378	248149	218629	287892	214364	282740	299786	23552	85527	60740	45160	88594	33840	65265	43220	135706
Gidoni_2019:S81	181083	46158	143677	129697	181836	161394	165651	176559	179639	150620	168411	143983	153792	148367	165391	139402	159243	137967	182558	179908	170098	163013	148293	174540	131902	177038	129819	162142	163078	163725	147791	180486	147335	180155	164363	160113	158005	142403	162294	159762	154621	158347	142528	156015	148574	149518	159733	141450	179145	171775	178788	174940	151452	182604	157451	182008	171166	161053	171198	169561	165971	162207	160879	176571	163372	153938	174455	160417	161826	149332	157615	148531	171032	162140	166357	170167	178834	170036	156988	159238	163803	160844	379017	166217	172063	182170	157958	179985	169018	158254	174852	171659	155572	162108	109899	171418	153287	172352	121377	146144	137888	295320	307896	309792	163163	31850	54862	37861	203931	177768	205635	207295	212216	228644	232631	216511	177343	209324	182147	224915	191267	263849	266692	258274	225735	225856	230686	226157	264636	247695	261257	225734	239722	264005	234437	260239	215600	252371	271626	222345	197757	259341	194522	261034	275667	24085	84434	62136	45443	89205	34830	66642	43294	136017
Gidoni_2019:S82	197301	46406	149296	136148	198670	176543	180766	193035	196751	164979	183242	155767	170550	161369	179864	146230	172872	151640	200174	197019	186334	177111	161580	189882	142790	195762	135469	177211	177473	180983	161619	199900	160446	200380	179781	174240	171621	151329	177452	174325	168771	172953	155390	170020	158004	163383	174470	153825	197483	186898	195812	191022	163526	200830	172622	199504	185318	174591	186949	184122	179707	175689	175355	192809	179335	166175	190401	173951	176628	161297	171358	161413	186288	174317	182077	185880	193948	185185	169826	174072	180920	174725	166217	436433	186641	201612	170906	197353	182197	173843	191611	187862	170800	177675	117295	185906	165955	192004	132272	160111	149953	331494	348463	350973	188268	34974	59153	37331	221901	195126	223080	224043	232328	252361	257120	239635	193572	230971	199557	249140	209521	291231	297609	286136	248829	248582	254747	249880	294826	277056	292492	247318	261270	293875	258280	288980	238189	285887	307143	248241	220292	293464	215908	289277	306772	24364	92323	64249	47878	92300	36018	69713	44902	141306
Gidoni_2019:S83	221915	51908	173919	144466	211266	190182	190755	204666	209126	175080	197684	163817	182105	172462	190281	154089	181143	160989	213518	205904	196790	187373	171585	202685	151568	211390	145516	187358	186809	190678	174463	218985	168398	219717	188709	181497	181227	158015	185493	187938	181569	180753	166726	179271	174626	175165	180639	162064	210056	196311	204109	199525	171247	212579	183438	209506	198762	189049	200950	192683	187227	178900	188242	201428	192953	172753	198450	180652	182031	169053	177911	172309	195779	188152	191380	199460	206351	198029	182193	187291	191213	183449	172063	186641	532060	211704	180466	207727	192733	185331	209460	194830	182269	191245	127549	199154	177102	209148	141881	171033	159245	393271	412291	414337	240648	38383	66488	39289	254587	220797	249343	256234	272140	289410	301668	273381	221210	266929	218469	288234	237027	342888	351924	329867	305710	301277	307717	299521	349043	339430	356982	297918	302681	349876	308471	345361	292887	332079	349393	287480	244482	340772	242287	340692	369540	27969	106810	71897	54206	106124	39327	79305	51836	166827
Gidoni_2019:S84	225871	49028	171133	149499	226191	199811	202993	219765	222378	182858	204946	171510	195132	180096	200815	160920	191295	170322	230836	223865	209165	198169	180837	214006	156405	224337	148752	200629	199040	205029	182084	228751	181216	233837	200646	194031	192386	168645	199088	196612	191397	192004	173004	191561	175165	183679	193930	169059	224051	213208	220360	215296	180982	230117	194184	225203	209527	197169	214752	208453	202499	193633	198193	216839	202786	189534	215349	193041	199913	182726	190763	178581	211337	194868	206216	209878	217215	207309	191038	193628	207248	193780	182170	201612	211704	562716	189892	224461	203658	192422	221112	213055	190322	202586	128370	208072	186365	217795	144971	179783	164212	405208	428016	432735	255146	37907	71507	37699	257718	224757	255936	262519	269892	296032	302810	280943	222007	273111	227418	293766	239440	344145	357687	341574	299658	297012	304278	296981	355445	338014	357946	290703	309267	355563	306045	351406	284071	343791	370027	297117	253908	354051	250881	342342	370245	28199	117867	75747	55504	106766	41262	85025	53862	163976
Gidoni_2019:S85	192132	45167	145491	130645	189897	174358	174647	185587	189965	164933	180413	152202	167210	159673	172376	138284	165729	150264	193368	186614	181851	170157	159409	179983	140928	189178	131791	172238	169886	173904	159478	197193	158192	197100	172323	164951	166425	141740	169888	172727	165678	166968	153384	164554	157579	162196	166321	149390	188837	176588	186640	179034	160041	190050	168892	188160	181392	171051	181451	176012	171629	163995	170801	184996	176649	158902	182183	167515	165804	154765	163878	157037	176352	170489	171474	180384	185278	178621	164522	168366	172793	167574	157958	170906	180466	189892	432590	188859	173300	168553	187133	177164	167913	174445	117016	180642	160264	188658	131477	157787	148304	323810	340856	343040	195486	32411	57916	37270	220075	191630	215389	218964	230331	247425	253567	234971	191824	230422	194810	244987	208113	286298	290364	275585	252496	249443	254725	251012	288604	278127	292524	244938	251881	288979	256419	286161	241072	281822	296897	244930	213714	294101	216543	282047	300788	25679	93489	62157	47538	91898	36647	69008	45792	140193
Gidoni_2019:S86	220517	49229	164805	147040	223770	198361	203151	214348	220880	184121	207519	171495	192710	179744	198096	157437	189552	170101	225944	218046	206707	196347	180872	209577	158174	219661	145986	196389	195115	202031	182270	226820	178512	229100	198407	190190	189853	162981	195505	195834	191093	191322	173281	189172	175025	183962	190826	167654	222075	205188	213762	210326	179691	224597	194492	221993	206334	193380	209342	203278	197692	190867	195044	212657	202214	185372	210509	192180	192039	178320	189395	178607	206210	193783	199309	207206	215595	206392	189258	192684	202335	192388	179985	197353	207727	224461	188859	548806	201675	193404	215876	207174	190876	200658	128616	206458	183913	218965	147906	179876	167379	394802	418210	419621	234024	37107	67800	40969	257082	224425	253087	256285	269152	291989	301478	277255	220883	270379	227874	289256	241304	342711	351832	336884	299116	293663	299952	295758	348664	334073	354669	291087	302325	346183	302083	343926	280639	347184	367567	298091	256641	355249	252700	340762	365720	25740	105431	71832	52951	100009	38143	77098	49232	154918
Gidoni_2019:S87	208310	51425	162761	139897	204478	180432	185700	197146	200450	165731	186371	156393	172742	163750	181834	150871	174501	153202	203400	198535	188530	182115	164495	194358	144538	198250	139739	179505	180953	182827	167107	203196	162076	206357	181594	176369	174831	153381	180862	177498	174022	174715	158675	174001	162996	167967	176268	155343	203327	191227	197158	193682	167853	205123	176671	202902	189898	178766	191148	186816	183060	178627	180027	194317	183797	169526	191625	176787	176856	164915	175816	166856	190268	179822	184121	190410	198553	190907	174126	176702	182143	177827	169018	182197	192733	203658	173300	201675	471090	178037	196398	189158	173406	182934	120112	191439	169448	197205	134340	161497	151670	353258	370129	371731	196084	38788	61271	42120	234858	205115	236442	237746	245906	264308	273931	252315	202176	244831	208146	261879	221686	309957	316524	302632	267268	264586	271660	266802	313061	294920	312380	265116	277853	311785	274444	307717	251584	300469	322216	260204	226923	309248	224824	308393	329311	26012	99668	68013	49920	98728	38330	73749	48656	153445
Gidoni_2019:S88	199331	47135	147923	132846	195246	178862	176616	186067	192020	166092	187606	154650	172288	162289	176041	139181	168754	154070	196082	187710	182235	174680	160828	183639	144989	194398	132904	173575	172570	177197	163820	204855	156981	203877	177018	167373	170334	141092	171703	176014	172045	168965	159152	165915	160546	167790	169606	152376	195120	177933	186027	181157	160034	194175	175129	190117	181055	173062	186079	176738	171995	164464	175382	184213	183527	160507	181699	169327	166442	156647	166037	161882	178372	172000	173878	185317	190416	180776	166722	175350	175893	171459	158254	173843	185331	192422	168553	193404	178037	461526	193274	177664	174423	179890	119988	182549	163319	201028	134962	163999	153357	343012	361569	360923	193688	35957	56947	36434	233367	208127	224695	229172	246849	259984	270559	245753	203457	242350	205953	256504	221886	303206	312683	291228	269777	268677	273329	272120	308171	299293	316135	266463	264640	305901	272872	303863	258325	305329	318317	265122	229781	310857	226637	303723	323998	23650	87707	61028	45844	90209	33084	64480	43909	138666
Gidoni_2019:S89	226969	46351	169016	146273	218938	203337	199689	213323	217551	186600	207760	173168	195675	183781	196487	151897	188874	172890	224685	216075	206420	193645	182873	207301	158348	223765	145181	197394	195108	203035	185524	234565	180714	235093	195549	187756	192286	159089	195271	198909	194673	190024	175975	188184	177527	186314	189229	167741	222091	201529	209687	204426	176558	220432	195610	216168	208823	197512	213861	203248	196070	183750	197613	209308	207445	181679	206959	189359	190536	176703	185629	177470	201688	194440	194768	210318	214914	204790	186899	194179	202700	188959	174852	191611	209460	221112	187133	215876	196398	193274	594555	201307	195055	203591	131324	204977	183119	225037	150366	183503	168021	415338	440379	439943	288209	34713	71453	35374	261575	227495	253244	260595	280213	301614	309403	284115	229851	284465	229607	300003	247064	347466	365286	338017	324085	312661	317255	317410	364115	362568	381402	305258	305344	367599	322262	361999	304256	360339	378636	305504	256826	372564	259779	349675	384986	29748	122948	72542	56655	106065	41021	85505	57034	163083
Gidoni_2019:S9	205154	46129	157033	140643	208850	184197	189567	202455	206465	171101	189779	160517	178076	168112	186275	151439	178611	159030	212514	207551	194642	183736	168954	198436	147100	205087	139870	186240	184851	188355	168865	208977	169301	211563	185396	180180	179918	158522	185116	182055	176528	179772	160312	177088	163195	168038	179019	158132	205781	197311	204007	199730	168503	211703	178806	209510	194484	182798	196174	193852	188892	181900	182190	201677	185916	175990	200661	180578	185453	168839	177062	165936	195445	181256	190450	193625	202013	192074	177659	179873	191936	179928	171659	187862	194830	213055	177164	207174	189158	177664	201307	487767	176199	185959	120840	193238	173704	198081	135892	166181	153051	355835	374746	378990	220125	33826	66085	37902	232612	200996	232811	235079	240744	265972	270323	251668	199211	244115	207945	262210	216321	305827	312950	303318	264708	261516	268103	260302	312766	295708	312348	256556	278001	314318	271667	308006	250696	302185	325641	261557	227734	311485	225706	302110	325100	25570	103483	71068	52105	97328	38106	77491	48369	149386
Gidoni_2019:S90	192258	41607	138309	129850	192701	180210	177563	188638	192468	168127	186126	154215	173737	164002	174386	134742	168062	155646	196643	186688	182705	172065	163371	181340	144555	194105	131051	174879	171435	178147	164467	205215	160672	207205	174185	165584	169946	138851	172534	178920	173078	168576	158575	166437	158022	169344	167904	151363	194085	174926	185016	179179	160006	191199	173891	189568	182885	173883	186191	176823	173909	162287	174897	185254	184547	160387	182901	168737	166662	156798	166682	160287	176279	171682	173136	184744	189480	181725	163796	173950	176512	168552	155572	170800	182269	190322	167913	190876	173406	174423	195055	176199	449574	179506	120223	182227	162506	200633	136214	165238	153870	330967	354251	350285	208792	32233	58632	31526	225383	198823	216204	218962	237806	252813	261930	238234	198594	238700	201435	248354	213556	290164	298994	280488	263534	258932	262868	262932	296052	291932	308450	254081	252790	294802	262581	293535	249907	302475	315428	261273	224982	311007	226466	289409	311310	23944	90337	61146	46904	87672	33733	67477	44019	132572
Gidoni_2019:S91	203695	41869	147426	134353	201985	187874	186185	196023	200695	173933	193273	161560	182562	170644	181800	141742	174202	161305	206476	197724	190353	181872	172095	191455	149414	205523	133310	182648	179966	188231	175287	214548	167049	217497	182263	172964	177222	146800	179715	185054	184867	175623	165773	177573	162551	174220	175172	156730	204402	186591	193195	188647	164160	201161	184377	200537	190998	181291	196158	185866	179665	169673	183302	192829	191498	168310	190411	176694	175314	163726	173651	166743	187936	178470	180618	192608	196154	189525	173985	179428	186647	174895	162108	177675	191245	202586	174445	200658	182934	179890	203591	185959	179506	493878	124392	188792	170471	207251	141792	172169	157272	357845	378313	378392	238863	31381	63829	32346	236190	206787	228854	232338	250349	267663	275892	255806	208106	254680	209899	265793	223674	304353	317354	297673	283940	274867	278666	279094	316317	311633	328364	267220	267885	320630	281153	317260	265969	317081	332120	272218	235531	329515	237642	304529	332198	26351	104846	65211	50379	94382	37216	74142	49529	142187
Gidoni_2019:S92	128306	28856	98165	93285	130543	123251	121887	127212	130147	118140	127772	110864	121495	115523	120154	96591	116384	111426	132365	126519	124743	119734	115465	125673	106282	132116	93934	120302	118375	122289	117462	138880	111412	136808	120490	115535	117436	98739	117609	123154	121089	117095	114260	117450	114778	117014	116384	107477	130164	121200	124253	122337	110452	129379	122375	128578	124086	120410	126552	120186	117922	113005	121444	124590	126493	111785	122994	117793	114987	109650	114893	113466	121481	119866	117850	126229	126655	124182	118105	120560	120881	117129	109899	117295	127549	128370	117016	128616	120112	119988	131324	120840	120223	124392	265001	124376	115529	132808	102132	117442	110449	205138	213666	213215	136593	21370	41448	23652	148438	133525	142642	145498	156603	163673	168784	157522	136280	156329	132468	162603	141596	182362	187946	177429	174621	171592	172988	171522	187751	187116	194287	167060	163153	189174	173427	187477	168170	187027	190224	165745	147555	191230	148811	183084	195657	19803	62188	43436	33990	66155	26127	47551	33996	94163
Gidoni_2019:S93	219167	53947	174272	144023	209456	188891	192224	205038	209115	175363	194990	162696	180612	170376	186285	154795	179898	160212	211421	203937	195176	185097	171514	198951	150334	206611	145931	188849	184624	188807	173196	214120	169235	216826	186229	178991	179961	157203	184750	187969	179902	179180	164976	177698	170816	174919	179079	159328	207824	194071	201245	196491	174641	211385	182746	206950	199265	188243	198826	192592	188619	179219	185735	204338	190569	173002	200539	180951	180175	168199	180266	169523	193902	188323	189231	196887	203064	196932	180394	182401	188417	181650	171418	185906	199154	208072	180642	206458	191439	182549	204977	193238	182227	188792	124376	516692	173715	205259	139907	169502	156992	380313	401443	401616	226141	38078	66915	42143	250137	214396	246346	250983	263938	281462	290488	266555	217473	261320	216856	281386	235006	330484	338460	318202	291159	286472	293694	288041	337201	322670	340743	284771	294139	336752	298081	331209	277533	319485	340132	273862	236895	330442	235828	329190	354067	28300	107881	73239	54961	106301	40109	81381	52229	166923
